year,q_no,category,topic,question,choice1,choice2,choice3,choice4,explanation,difficulty,tags
2024,26,宅建業法,35条/重要事項説明(一般),宅地建物取引業法第 35 条に規定する重要事項の説明に関する次の記述のうち、 正しいものはいくつあるか。なお、説明の相手方は宅地建物取引業者ではないものとする。 ア　ガス配管設備等に関して、住宅の売買後においても宅地内のガスの配管設備等の所有権が 家庭用プロパンガス販売会社にあるものとする場合には、その旨を説明しなければならない。 イ　重要事項の説明を行う宅地建物取引士は専任の宅地建物取引士でなくてもよいが、書面に 記名する宅地建物取引士は専任の宅地建物取引士でなければならない。 ウ　区分所有建物である事務所ビルの一室の売買の媒介を行う場合、当該 1 棟の建物及びその 敷地の管理が委託されているときは、その委託を受けている者の氏名（法人にあっては、そ の商号又は名称）及び住所（法人にあっては、その主たる事務所の所在地）を説明しなけれ ばならない。 エ　区分所有建物である中古マンションの一室の売買の媒介を行う場合、当該 1 棟の建物の計 画的な維持修繕のための費用の積立てを行う旨の規約の定めがあるときは、その内容及び既 に積み立てられている額について説明しなければならない。,一つ,二つ,三つ,四つ,【結論】正解C（3）＝三つ。 / 【根拠】正しいのはア・ウ・エ。イの“記名宅建士は専任”が誤り。,3,R6;宅建業法;35条/重要事項説明(一般)
2024,27,宅建業法,営業保証金,宅地建物取引業者Ａに関する次の記述のうち、正しいものはどれか。なお、Ａは 宅地建物取引業保証協会の社員ではないものとする。,Ａが主たる事務所を移転したことにより、その最寄りの供託所が変更した場合において、 金銭のみをもって営業保証金を供託しているときは、遅滞なく営業保証金を移転後の主たる 事務所の最寄りの供託所に新たに供託しなければならない。,Ａの従業員が運転する車両で現地案内を受けた者が、Ａの従業員の過失による交通事故で ケガをした場合に取得する損害賠償請求権は、Ａが供託した営業保証金の還付の対象債権と なる。,Ａは、金銭と有価証券を併用して供託することができ、有価証券のみで供託する場合の当 該有価証券の価額は、国債証券の場合はその額面金額の 100 分の 90、地方債証券の場合は その額面金額の 100 分の 80 である。,Ａは甲県内にある主たる事務所とは別に、乙県内に新たに従たる事務所を設置したときは、 営業保証金を主たる事務所の最寄りの供託所に供託しなければならない。,【結論】正解D（4）。 / 【根拠】従たる事務所ごとに営業保証金供託は不要（主たる事務所の最寄り供託所へ）。,3,R6;宅建業法;営業保証金
2024,28,宅建業法,報酬規程,"宅地建物取引業者Ａ（消費税課税事業者）及び宅地建物取引業者Ｂ（消費税免税 事業者）が受領した報酬に関するアからウの記述のうち、宅地建物取引業法の規定に違反しな いものの組合せは 1 から 4 のうちどれか。なお、代理、媒介に当たり、広告の依頼は行われて いないものとする。 ア　居住用建物（ 1 か月の借賃 12 万円。消費税等相当額を含まない。）について、Ａは貸主か ら代理を依頼され、Ｂは借主から媒介を依頼され、Ａは貸主から 6.7 万円、Ｂは借主から 6.5 万円を報酬として受領した。なお、Ｂは、媒介の依頼を受けるに当たって、報酬につい て借主から特段の承諾を得ていない。 イ　Ｂは、事業用建物について、貸主と借主双方から媒介を依頼され、借賃 1 か月分 10 万円 （消費税等相当額を含まない。）、権利金 90 万円（権利設定の対価として支払われる金銭で あって返還されないもので、消費税等相当額を含まない。）の賃貸借契約を成立させ、貸主 と借主からそれぞれ 5 万円を報酬として受領した。 ウ　Ａは、土地付建物について、売主と買主双方から媒介を依頼され、代金 3,500 万円（消費 税等相当額を含み、土地代金は 2,400 万円である。）の売買契約を成立させ、売主と買主か らそれぞれ 110 万円を報酬として受領したほか、売主の特別の依頼に基づき行った遠隔地へ の現地調査に要した実費の費用について、売主が事前に負担を承諾していたので、売主から 9 万円を受領した。",ア、イ,イ、ウ,ア、ウ,ア、イ、ウ,【結論】正解B（2）＝イ・ウ。 / 【根拠】居住用賃貸の借主側超過受領は×。事業用や売買の上限は別基準。,3,R6;宅建業法;報酬規程
2024,29,宅建業法,宅建士/登録・証,宅地建物取引士に関する次の記述のうち、宅地建物取引業法（以下この問におい て「法」という。）の規定によれば、正しいものはどれか。,宅地建物取引士資格試験に合格した者は、宅地又は建物の取引に関する実務の経験期間が 2 年に満たない場合であっても、試験に合格した日から 1 年以内に登録を受けようとすると きには、都道府県知事が指定する講習を受講することにより、宅地建物取引士の登録を受け ることができる。,宅地建物取引士証は、更新を受けることなくその有効期間が経過した場合、その効力を失 うが、当該宅地建物取引士証を都道府県知事に返納する必要はない。,宅地建物取引士は、他人に自己の名義の使用を許し、当該他人がその名義で宅地建物取引 士である旨の表示をしたときは、法第 68 条の規定に基づく処分の対象となるが、当該他人 が宅地建物取引士の登録を受けた者であるときはこの限りでない。,宅地建物取引業者は、その事務所唯一の専任の宅地建物取引士が宅地建物取引士証の有効 期間の経過により効力を失い宅地建物取引士でなくなったときは、 2 週間以内に法第 31 条 の 3 第 1 項の規定に適合させるため必要な措置を執らなければならない。,【結論】正解D（4）。 / 【根拠】唯一の専任宅建士が失効→2週間以内に適合化が必要。,3,R6;宅建業法;宅建士/登録・証
2024,30,宅建業法,クーリング・オフ,宅地建物取引業者Ａが、自ら売主として、宅地建物取引業者ではない個人Ｂとの 間で宅地の売買契約を締結し、手付金を支払ったＢが、宅地建物取引業法第 37 条の 2 の規定 に基づくいわゆるクーリング・オフにより、当該売買契約を契約締結の日の翌日に解除しよう としている。この場合に関する次の記述のうち、誤っているものはどれか。,Ａがクーリング・オフについて告げるときに交付すべき書面には、Ａの商号又は名称及び 住所並びに免許証番号の記載は必要であるが、Ａの宅地建物取引士の記名は必要ない。,Ｂが、自らの申出により、Ｂの勤務する会社の事務所において、宅地の買受けの申込み及 びＡとの売買契約の締結をした場合、Ｂは、クーリング・オフによる当該売買契約の解除を 行うことができない。,Ｂが、自らの申出により、喫茶店において、宅地の買受けの申込み及びＡとの売買契約の 締結をした場合、Ｂは、クーリング・オフによる当該売買契約の解除を行うことができる。,Ｂは、自らの申出により、Ｂが融資を受ける銀行（宅地建物取引業者ではない。）におい て、宅地の買受けの申込み及びＡとの売買契約の締結をした場合、クーリング・オフによる 当該売買契約の解除を行うことができない。,【結論】正解D（4）※誤り。 / 【根拠】銀行の応接スペースは“事務所等”に当たらない→クーリング・オフ適用除外にはならない。,3,R6;宅建業法;クーリング・オフ
2024,31,宅建業法,監督処分・取消,次の記述のうち、宅地建物取引業法（以下この問において「法」という。）の規 定によれば、正しいものはどれか。,国土交通大臣又は都道府県知事は、その免許を受けた宅地建物取引業者が法第 65 条第 1 項の規定による指示に従わない場合、その業務の全部又は一部の停止を命ずることができ、 業務の停止の処分に違反した場合、免許を取り消さなければならない。,国土交通大臣又は都道府県知事は、その免許を受けた宅地建物取引業者の事務所の所在地 を確知できないときは、その事実を公告し、その公告の日から 2 週間を経過しても当該宅地 建物取引業者から申出がないときは、免許を取り消すことができる。,国土交通大臣又は都道府県知事は、法第 66 条の規定による免許の取消しの処分をしよう とするときは、聴聞を行わなければならないが、当該聴聞は、公開することが相当と認めら れる場合を除き、公開されない。,国土交通大臣又は都道府県知事は、法第 66 条の規定による免許の取消しの処分をしたと きはその旨を公告しなければならないが、法第 65 条第 2 項の規定による業務の停止の処分 をしたときはその旨の公告はしなくともよい。,【結論】正解A（1）。 / 【根拠】指示違反→業務停止命令可、さらに停止処分違反→免許取消し。,3,R6;宅建業法;監督処分・取消
2024,32,宅建業法,専任媒介契約,宅地建物取引業者Ａが、ＢからＢ所有の中古住宅の売却の依頼を受け、Ｂと専任 媒介契約（専属専任媒介契約ではないものとする。）を締結した。この場合における次の記述 のうち、宅地建物取引業法（以下この問において「法」という。）の規定によれば、正しいも のはどれか。,Ａは当該中古住宅の売買契約が成立しても、当該中古住宅の引渡しが完了していなければ、 売買契約が成立した旨を指定流通機構に通知する必要はない。,Ｂが宅地建物取引業者である場合は、当該契約が国土交通大臣が定める標準媒介契約約款 に基づくものであるか否かの別を、法第 34 条の 2 第 1 項に規定する書面に記載する必要は ない。,Ａに対して当該中古住宅について買受けの申込みがなかった場合でも、ＡはＢに対して、 当該契約に係る業務の処理状況を 2 週間に 1 回以上報告しなければならないが、その報告は 必ずしも書面で行う必要はない。,Ｂが当該中古住宅について、法第 34 条の 2 第 1 項第 4 号に規定する建物状況調査を実施 する者のあっせんを希望しなかった場合は、Ａは同項に規定する書面に同調査を実施する者 のあっせんに関する事項を記載する必要はない。,【結論】正解C（3）。 / 【根拠】専任媒介は報告“2週に1回以上”。書面限定ではない。,3,R6;宅建業法;専任媒介契約
2024,33,宅建業法,"広告規制(法32,34)",宅地建物取引業者がその業務に関して行う広告に関する次の記述のうち、宅地建 物取引業法（以下この問において「法」という。）の規定によれば、誤っているものはどれか。,宅地の販売に関する広告をインターネットで行った場合において、当該宅地の売買契約が 成立した後も継続して広告を掲載していた場合、当該広告を掲載し続けることは法第 32 条 の規定に違反する。,建物の所有者と賃貸借契約を締結し、当該建物を自らが貸主となって貸借（転貸）するた めの広告をする場合においては、自らが契約の当事者となって貸借を成立させる旨を当該広 告に明示しなくても、法第 34 条の規定に違反しない。,造成工事に必要とされる法令に基づく許可等の処分があった宅地について、工事完了前に 当該宅地の販売に関する広告をするときは、法令に基づく許可等の処分があったことを明示 すれば、取引態様の別について明示する必要はない。,複数の区画がある分譲地の売買について、数回に分けて広告をする場合は、最初に行う広 告だけではなく、次回以降の広告の都度取引態様の別を明示しなければならない。,【結論】正解C（3）※誤り。 / 【根拠】工事完了前広告は「許可等」も「取引態様」も明示要。態様不要は×。,3,"R6;宅建業法;広告規制(法32,34)"
2024,34,宅建業法,手付金等保全措置,"宅地建物取引業者Ａが、自ら売主として、宅地建物取引業者ではない個人Ｂとの 間で、土地付建物を 4,000 万円で売却する売買契約（所有権の登記は当該土地付建物の引渡し 時に行うものとする。）を締結する場合における宅地建物取引業法（以下この問において 「法」という。）第 41 条又は第 41 条の 2 の規定に基づく手付金等の保全措置（以下この問にお いて「保全措置」という。）に関する次の記述のうち、誤っているものはどれか。",Ａが、保全措置を講じずにＢから手付金 100 万円を受領する場合、その旨を、法第 35 条 の規定に基づく重要事項説明書に記載する必要があるが、法第 37 条の規定により交付する 書面に記載する必要はない。,当該建物が建築工事の完了後の建物である場合、ＡがＢから手付金 100 万円を受領する際 には保全措置は不要であるが、その後、当該土地付建物を引き渡す前に中間金 400 万円を受 領するためには、手付金 100 万円と合わせて保全措置を講じた後でなければ、その中間金を 受領することができない。,当該建物が建築工事の完了前の建物である場合において、Ａは、保全措置を講じずに、Ｂ から手付金 300 万円を受領することができる。,"当該土地付建物の引渡し前に、ＢはＡに対して 2,000 万円を中間金として支払う契約に なっていたが、Ａがその中間金について保全措置を講じていないときは、Ｂはこの中間金の 支払いを拒むことができる。",【結論】正解C（3）※誤り。 / 【根拠】建築前の手付金受領は保全措置が必要。無保全は不可。,3,R6;宅建業法;手付金等保全措置
2024,35,宅建業法,37条書面(電磁的方法),宅地建物取引業者Ａが宅地建物取引業法第 37 条の規定により交付すべき書面 （以下この問において「37 条書面」という。）に記載すべき事項を電磁的方法により提供する こと（以下この問において「37 条書面の電磁的方法による提供」という。）に関する次の記述 のうち、正しいものはどれか。,Ａが自ら売主として締結する宅地の売買契約において、37 条書面の電磁的方法による提 供を行う場合、当該契約の相手方に対し、あらかじめ、電磁的方法による提供に用いる電磁 的方法の種類及び内容を宅地建物取引士に説明させなければならない。,Ａが媒介業者として関与する建物賃貸借契約において、37 条書面の電磁的方法による提 供を行う場合、その方法は 37 条書面の交付に係る宅地建物取引士が明示されるものでなけ ればならない。,Ａが自ら売主として締結する宅地の売買契約において、契約の相手方から 37 条書面の電 磁的方法による提供を行うことについて書面により承諾を得た場合は、その後に当該契約の 相手方から書面で電磁的方法による提供を受けない旨の申出があったときでも、37 条書面 の電磁的方法による提供をすることができる。,Ａが媒介業者として関与する宅地の売買契約において、37 条書面の電磁的方法による提 供を行う場合であっても、提供後速やかに 37 条書面を交付しなければならない。,【結論】正解D（4）。 / 【根拠】電磁的方法で提供したら紙交付は不要。よって“提供後すみやかに紙”は誤り。,3,R6;宅建業法;37条書面(電磁的方法)
2024,36,宅建業法,保証協会・営業保証金,営業保証金及び宅地建物取引業保証協会（以下この問において「保証協会」とい う。）に関する次の記述のうち、宅地建物取引業法の規定によれば、誤っているものはどれか。,宅地建物取引業者で保証協会に加入しようとする者は、その加入しようとする日までに、 政令で定める額の弁済業務保証金分担金を当該保証協会に納付しなければならない。,保証協会の社員と宅地建物取引業に関し取引をした者（宅地建物取引業者に該当する者を 除く。）は、その取引により生じた債権に関し、当該社員が社員ではないとしたならばその 者が供託すべき営業保証金の額に相当する額の範囲内で弁済を受ける権利を有する。,宅地建物取引業者は、保証協会の社員の地位を失ったときは、保証協会が弁済業務保証金 の還付請求権者に対し、一定期間内に宅地建物取引業法第 64 条の 8 第 2 項の規定による認 証を受けるため申し出るべき旨の公告をした後でなければ、弁済業務保証金分担金の返還を 受けることができない。,宅地建物取引業者は、一部の事務所を廃止し営業保証金を取り戻そうとする場合には、供 託した営業保証金につき還付を請求する権利を有する者に対し、公告をすることなく営業保 証金を取り戻すことができる。,【結論】正解D（4）※誤り。 / 【根拠】営業保証金の取戻しは公告等の手続を要する。公告なしで取戻し不可。,3,R6;宅建業法;保証協会・営業保証金
2024,37,宅建業法,35条/重要事項説明(総合),宅地建物取引業者が行う宅地建物取引業法第 35 条に規定する重要事項説明に関 する次の記述のうち、正しいものはいくつあるか。なお、説明の相手方は宅地建物取引業者で はないものとする。 ア　建物の貸借の媒介を行う場合、水防法施行規則第 11 条第 1 号の規定により市町村の長が 提供する水害ハザードマップに当該建物の位置が含まれているときは、その所在地を示して 説明しなければならない。 イ　既存住宅の売買を行う場合、宅地建物取引業法第 34 条の 2 第 1 項第 4 号に規定する建物 状況調査の実施後、 1 年を経過していないものについては、建物状況調査の実施の有無、実 施している場合の結果の概要について説明しなければならない。 ウ　宅地の売買を行う場合、宅地の造成に関する工事の完了前のものであるときは、完了時に おける当該宅地に接する道路の構造及び幅員を説明しなければならない。 エ　建物の貸借の媒介を行う場合、私道に関する負担の有無や内容を事前に調査し、説明しな ければならない。,一つ,二つ,三つ,四つ,【結論】正解C（3）＝三つ。 / 【根拠】ア・ウ・エが○。イは本問前提に適合せず×。,3,R6;宅建業法;35条/重要事項説明(総合)
2024,38,宅建業法,免許,宅地建物取引業の免許（以下この問において「免許」という。）に関する次の記 述のうち、宅地建物取引業法の規定によれば、正しいものはどれか。,宅地建物取引業者Ａが、免許の更新の申請をした場合において、従前の免許の有効期間の 満了の日までに、その申請について処分がなされないときは、従前の免許は、有効期間の満 了後その効力を失う。,宅地建物取引業者Ｂが宅地建物取引業者Ｃに自己の名義をもって宅地建物取引業を営ませ る行為は、Ｂが名義の使用を書面で指示している場合であれば、宅地建物取引業法に違反し ない。,宅地建物取引業者Ｄ（甲県知事免許）は、国土交通大臣に免許換えの申請をし、その免許 を受けなければ、乙県所在の宅地の売買の媒介をすることはできない。,宅地建物取引業者Ｅ（丙県知事免許）の免許の更新に当たって、丙県知事は宅地建物取引 業法第 3 条の 2 に基づき条件を付すことができ、Ｅが免許の更新に当たって付された条件に 違反したときは、丙県知事はＥの免許を取り消すことができる。,【結論】正解D（4）。 / 【根拠】免許更新に“条件付与”はできない。,3,R6;宅建業法;免許
2024,39,宅建業法,届出をすべき場所,宅地建物取引業法第 50 条第 2 項の届出をすべき場所に関する次の記述のうち、 誤っているものはどれか。なお、これらの場所では、宅地若しくは建物の売買若しくは交換の 契約（予約を含む。）若しくは宅地若しくは建物の売買、交換若しくは貸借の代理若しくは媒 介の契約を締結し、又はこれらの契約の申込みを受けるものとする。,届出をすべき場所として、継続的に業務を行うことができる施設を有する場合で事務所以 外のものが定められているが、当該場所には 1 名以上の成年者である専任の宅地建物取引士 を置かなければならない。,届出をすべき場所として、宅地建物取引業者が 10 区画以上の一団の宅地又は 10 戸以上の 一団の建物の分譲（以下この問において「一団の宅地建物の分譲」という。）をする場合に 設置する案内所が定められているが、当該案内所が土地に定着する建物内に設けられる場合、 クーリング・オフ制度の適用が除外される。,届出をすべき場所として、他の宅地建物取引業者が行う一団の宅地建物の分譲の代理又は 媒介をする場合に設置する案内所が定められており、この場合は、代理又は媒介を行う宅地 建物取引業者が届出をするが、売主業者自身も当該案内所で売買契約の申込みを受ける場合 は、売主業者も届出をする。,届出をすべき場所として、宅地建物取引業者が業務に関し展示会その他これに類する催し を実施する場所が定められているが、その催しを開始する 10 日前までに、実施場所を管轄 する都道府県知事に届け出なければならず、免許を受けた国土交通大臣又は都道府県知事に 届け出る必要はない。,【結論】正解D（4）※誤り。 / 【根拠】展示会等の開催場所の届出先は開催地を管轄する都道府県知事。免許権者ではない。,3,R6;宅建業法;届出をすべき場所
2024,40,宅建業法,37条書面(記載事項/賃貸),宅地建物取引業者が媒介により既存建物の貸借の契約を成立させた場合、宅地建 物取引業法第 37 条の規定により当該貸借の契約当事者に対して交付すべき書面に必ず記載し なければならない事項の組合せとして正しいものは次の 1 から 4 のうちどれか。 ア　当該建物に係る租税その他の公課の負担 イ　敷金や共益費など借賃以外の金銭の授受に関する定めがあるときは、その額並びに当該金 銭の授受の時期及び目的 ウ　損害賠償額の予定又は違約金に関する定めがあるときは、その内容 エ　建物の構造耐力上主要な部分又は雨水の侵入を防止する部分として国土交通省令で定める ものの状況,ア、イ,イ、ウ,ウ、エ,ア、エ,【結論】正解B（2）＝イ・ウ。 / 【根拠】既存建物賃貸の37条書面：敷金等・違約金は必記。租税負担・構造主要部分は35条側。,3,R6;宅建業法;37条書面(記載事項/賃貸)
2024,41,宅建業法,35条/重要事項説明(特定事項),宅地建物取引業者が行う宅地建物取引業法第 35 条に規定する重要事項の説明に 関する次の記述のうち、正しいものはいくつあるか。なお、説明の相手方は宅地建物取引業者 ではないものとする。 ア　中古マンションの一室の売買の媒介を行う場合、抵当権が設定されていても、契約日まで にその登記が抹消される予定であるときは、当該抵当権の内容について説明しなくてもよい。 イ　宅地の貸借の媒介を行う場合、借地権の存続期間を 50 年とする賃貸借契約において、当 該契約終了時における当該宅地の上の建物の取壊しに関する事項を定めようとするときは、 その内容を説明しなければならない。 ウ　建物の貸借の媒介を行う場合、当該建物が住宅の品質確保の促進等に関する法律第 5 条第 1 項に規定する住宅性能評価を受けた新築住宅であるときは、その旨を説明しなければなら ない。 エ　宅地の売買の媒介を行う場合、当該宅地が急傾斜地の崩壊による災害の防止に関する法律 第 3 条の規定に基づく急傾斜地崩壊危険区域内にあることは説明しなければならないが、当 該区域内における行為の制限の概要については説明しなくてもよい。,一つ,二つ,三つ,なし,【結論】正解B（2）＝二つ。 / 【根拠】イ・ウが○。アは抹消予定でも内容説明要、エは区域の行為制限の“概要”も説明要。,3,R6;宅建業法;35条/重要事項説明(特定事項)
2024,42,宅建業法,誇大広告等・事故物件ガイドライン,次の記述のうち、宅地建物取引業法の規定及び「宅地建物取引業者による人の死 の告知に関するガイドライン」によれば、誤っているものはどれか。,宅地建物取引業者は、宅地建物取引業に係る契約の締結の勧誘をするに際し、宅地建物取 引業者の相手方等に対し、利益を生ずることが確実であると誤解させるべき断定的判断を提 供する行為をしてはならない。,宅地建物取引業者は、宅地又は建物の売買の契約の締結の勧誘をするに際し、宅地建物取 引業者の相手方等に対し、宅地又は建物の引渡しの時期について故意に不実のことを告げた 場合であっても、契約が成立したときに宅地建物取引業法第 37 条の規定により交付すべき 書面に当該事項を正確に記載すればよい。,「宅地建物取引業者による人の死の告知に関するガイドライン」によれば、売買取引の対 象となる居住用不動産において、自然死や日常生活の中での不慮の死が発生した場合であっ ても、過去に人が死亡し、長期間にわたって人知れず放置されたこと等に伴ういわゆる特殊 清掃や大規模リフォーム等が行われていなければ、宅地建物取引業者は、原則として、買主 に対してこれを告げなくてもよい。,「宅地建物取引業者による人の死の告知に関するガイドライン」によれば、賃貸借取引の 対象となる居住用不動産において、自然死や日常生活の中での不慮の死以外の死が発生した 場合であっても、特段の事情がない限り、当該死が発覚してから概ね 3 年間を経過した後は、 宅地建物取引業者は、原則として、借主に対してこれを告げなくてもよい。,【結論】正解B（2）※誤り。 / 【根拠】不実告知をしておいて“後で37条に正確記載すればOK”にはならない（不当勧誘）。,3,R6;宅建業法;誇大広告等・事故物件ガイドライン
2024,43,宅建業法,宅建士/登録・証,宅地建物取引士の登録及び宅地建物取引士証に関する次の記述のうち、誤ってい るものはどれか。,宅地建物取引士の登録を受けている者は、宅地建物取引士証の交付を受けていない場合で も、その住所に変更があれば、登録を受けている都道府県知事に変更の登録を申請しなけれ ばならない。,宅地建物取引士は、宅地建物取引士の信用又は品位を害するような行為をしてはならず、 この行為には宅地建物取引士としての職務に必ずしも直接関係しない行為や私的な行為も含 まれる。,宅地建物取引士は、取引の関係者から請求があったときは、宅地建物取引士証を提示しな ければならないが、その際、個人情報保護の観点から宅地建物取引士証の住所欄にシールを 貼った上で提示することが認められている。,宅地建物取引士証に記載される宅地建物取引士の氏名については現姓を用いなければなら ず、旧姓を併記することは認められていない。,【結論】正解B（2）。 / 【根拠】信用・品位を害する行為は私生活上でも処分対象になり得る。,3,R6;宅建業法;宅建士/登録・証
2024,44,宅建業法,37条書面(違反/記載漏れ),宅地建物取引業者Ａが宅地建物取引業法第 37 条の規定により交付すべき書面 （以下この問において「37 条書面」という。）に関する次の記述のうち、宅地建物取引業法の 規定に違反しないものはどれか。,Ａは、建築工事完了前の建物の売買契約を媒介したときに、37 条書面に記載する当該建 物を特定するために必要な表示について、宅地建物取引業法第 35 条の規定に基づく重要事 項の説明において使用した図書を交付することによって行った。,Ａは、貸主Ｂと借主Ｃとの間で締結された建物の賃貸借契約を媒介したときに、借賃の額、 支払時期及び支払方法について定められていたが、ＢとＣの承諾を得たので、37 条書面に 記載しなかった。,Ａは、宅地建物取引業者Ｄと宅地建物取引業者Ｅとの間で締結された宅地の売買契約を媒 介したときに、37 条書面に当該宅地の引渡しの時期を記載しなかった。,Ａが建物の売買契約を買主として締結した場合に、売主Ｆに承諾を得たので、37 条書面 をＦに交付しなかった。 (cid:12681),【結論】正解B（2）※「違反しないもの」。 / 【根拠】他肢はいずれも明確に違反となる肢構成の中で②が適法枠。,3,R6;宅建業法;37条書面(違反/記載漏れ)
2024,45,宅建業法,住宅瑕疵担保履行法,特定住宅瑕疵担保責任の履行の確保等に関する法律に基づく住宅販売瑕  疵 担保保  証金（以下この問において「保証金」という。）の供託又は住宅販売瑕  疵 担保責任保険契約 （以下この問において「保険契約」という。）の締結に関する次の記述のうち、正しいものはど れか。,自ら売主として宅地建物取引業者ではない買主に引き渡した新築住宅の戸数が、基準日前 10 年間に 10 戸あるが、当該基準日前 1 年間は 0 戸である場合、当該売主である宅地建物取 引業者は、当該基準日に係る保証金の供託又は保険契約の締結の状況について届出を行う必 要はない。,自ら売主として新築住宅を宅地建物取引業者ではない買主に引き渡した宅地建物取引業者 は、基準日に係る保証金の供託及び保険契約の締結の状況について届出をしなければ、当該 基準日の翌日から起算して 50 日を経過した日以後においては、新たに自ら売主となる新築 住宅の売買契約を締結してはならない。,保険契約は、新築住宅の引渡し時から有効でなければならないが、買主が当該住宅の引渡 し時から 10 年以内に当該住宅を転売した場合、当該保険契約は解除される。,自ら売主として宅地建物取引業者ではない買主に新築住宅を引き渡した宅地建物取引業者 が、保証金を供託する場合、当該住宅の床面積が 25 m2 以下であるときは、新築住宅の合計 戸数の算定に当たって、 3 戸をもって 1 戸と数えることになる。,【結論】正解A（1）。 / 【根拠】直前1年0戸なら届出不要（対象外）。,3,R6;宅建業法;住宅瑕疵担保履行法
2024,46,その他,住宅金融支援機構,独立行政法人住宅金融支援機構（以下この問において「機構」という。）に関す る次の記述のうち、誤っているものはどれか。,証券化支援業務（買取型）において、機構による譲受けの対象となる住宅の購入に必要な 資金の貸付けに係る金融機関の貸付債権には、当該住宅の購入に付随する当該住宅の改良に 必要な資金は含まれない。,機構は、地震に対する安全性の向上を主たる目的とする住宅の改良に必要な資金の貸付け を業務として行っている。,機構は、民間金融機関による住宅資金の供給を支援するため、民間金融機関が貸し付けた 住宅ローンについて、住宅融資保険を引き受けている。,機構は、住宅のエネルギー消費性能（建築物のエネルギー消費性能の向上等に関する法律 第 2 条第 1 項第 2 号に規定するエネルギー消費性能をいう。）の向上を主たる目的とする住 宅の改良に必要な資金の貸付けを業務として行っている。,【結論】正解B（2）※誤り。 / 【根拠】機構は耐震改修資金の“貸付業務”は行っていない（他の支援枠組み）。,3,R6;その他;住宅金融支援機構
